school_year,division_number,ft_count,pt_count,total_enrolled,locality_grouping,region_name,region_number,division_name,n_disadv_students,sch_id,school_name
2024-2025,066,503,NA,503,school,Northern Neck,3,Northumberland County,283,0660331,Northumberland Elementary
2024-2025,066,380,NA,380,school,Northern Neck,3,Northumberland County,207,0660040,Northumberland High
2024-2025,066,279,NA,279,school,Northern Neck,3,Northumberland County,148,0660210,Northumberland Middle
2024-2025,119,328,NA,328,school,Southwest,7,Norton City,187,1190020,J.I. Burton High
2024-2025,119,527,NA,527,school,Southwest,7,Norton City,285,1190040,Norton Elementary
2024-2025,067,371,NA,371,school,Southside,8,Nottoway County,280,0670340,Blackstone Primary
2024-2025,067,370,NA,370,school,Southside,8,Nottoway County,266,0670330,Crewe Primary
2024-2025,067,511,NA,511,school,Southside,8,Nottoway County,360,0670301,Nottoway High
2024-2025,067,272,NA,272,school,Southside,8,Nottoway County,217,0670300,Nottoway Intermediate
2024-2025,067,269,NA,269,school,Southside,8,Nottoway County,203,0670302,Nottoway Middle
2024-2025,068,326,NA,326,school,Northern Virginia,4,Orange County,178,0680360,Gordon-Barbour Elementary
2024-2025,068,224,NA,224,school,Northern Virginia,4,Orange County,106,0680070,Lightfoot Elementary
2024-2025,068,519,NA,519,school,Northern Virginia,4,Orange County,191,0680050,Locust Grove Elementary
2024-2025,068,686,NA,686,school,Northern Virginia,4,Orange County,269,0680471,Locust Grove Middle
2024-2025,068,500,NA,500,school,Northern Virginia,4,Orange County,146,0680051,Locust Grove Primary
2024-2025,068,1481,1,1482,school,Northern Virginia,4,Orange County,663,0680330,Orange County High
2024-2025,068,621,NA,621,school,Northern Virginia,4,Orange County,331,0680370,Orange Elementary
2024-2025,068,466,NA,466,school,Northern Virginia,4,Orange County,239,0680340,Prospect Heights Middle
2024-2025,068,256,NA,256,school,Northern Virginia,4,Orange County,97,0680350,Unionville Elementary
2024-2025,069,474,NA,474,school,Northern Virginia,4,Page County,224,0690350,Luray Elementary
2024-2025,069,452,1,453,school,Northern Virginia,4,Page County,196,0690110,Luray High
2024-2025,069,315,NA,315,school,Northern Virginia,4,Page County,157,0690400,Luray Middle
2024-2025,069,473,NA,473,school,Northern Virginia,4,Page County,203,0690380,Page County High
2024-2025,069,318,NA,318,school,Northern Virginia,4,Page County,153,0690390,Page County Middle
2024-2025,069,351,NA,351,school,Northern Virginia,4,Page County,181,0690310,Shenandoah Elementary
2024-2025,069,208,NA,208,school,Northern Virginia,4,Page County,89,0690050,Springfield Elementary
2024-2025,069,337,NA,337,school,Northern Virginia,4,Page County,172,0690210,Stanley Elementary
2024-2025,070,223,NA,223,school,Western Virginia,6,Patrick County,139,0700440,Blue Ridge Elementary
2024-2025,070,203,NA,203,school,Western Virginia,6,Patrick County,129,0700350,Hardin Reynolds Memorial School
2024-2025,070,300,NA,300,school,Western Virginia,6,Patrick County,130,0700150,Meadows of Dan Elementary
2024-2025,070,797,NA,797,school,Western Virginia,6,Patrick County,382,0700700,Patrick County High
2024-2025,070,241,NA,241,school,Western Virginia,6,Patrick County,149,0700680,Patrick Springs Primary
2024-2025,070,361,NA,361,school,Western Virginia,6,Patrick County,173,0700320,Stuart Elementary
2024-2025,070,153,NA,153,school,Western Virginia,6,Patrick County,70,0700080,Woolwine Elementary
2024-2025,120,540,NA,540,school,Central Virginia,1,Petersburg City,390,1200110,Cool Spring Elementary
2024-2025,120,393,NA,393,school,Central Virginia,1,Petersburg City,307,1200170,Lakemont Elementary
2024-2025,120,1215,NA,1215,school,Central Virginia,1,Petersburg City,969,1200200,Petersburg High
2024-2025,120,493,NA,493,school,Central Virginia,1,Petersburg City,346,1200180,Pleasants Lane Elementary
2024-2025,120,949,NA,949,school,Central Virginia,1,Petersburg City,728,1200121,Vernon Johns Middle
2024-2025,120,574,NA,574,school,Central Virginia,1,Petersburg City,398,1200130,Walnut Hill Elementary
2024-2025,120,418,NA,418,school,Central Virginia,1,Petersburg City,41,1200160,Westview Early Childhood Education Center
2024-2025,071,219,NA,219,school,Western Virginia,6,Pittsylvania County,54,0711853,Brosville Elementary
2024-2025,071,236,NA,236,school,Western Virginia,6,Pittsylvania County,54,0710640,Chatham Elementary
2024-2025,071,609,NA,609,school,Western Virginia,6,Pittsylvania County,262,0711720,Chatham High
2024-2025,071,406,NA,406,school,Western Virginia,6,Pittsylvania County,168,0711660,Chatham Middle
2024-2025,071,583,NA,583,school,Western Virginia,6,Pittsylvania County,258,0711680,Dan River High
2024-2025,071,438,1,439,school,Western Virginia,6,Pittsylvania County,220,0711090,Dan River Middle
2024-2025,071,493,NA,493,school,Western Virginia,6,Pittsylvania County,131,0710280,Gretna Elementary
2024-2025,071,507,NA,507,school,Western Virginia,6,Pittsylvania County,263,0711700,Gretna High
2024-2025,071,385,NA,385,school,Western Virginia,6,Pittsylvania County,189,0710290,Gretna Middle
2024-2025,071,257,NA,257,school,Western Virginia,6,Pittsylvania County,80,0710030,John L. Hurt Elementary
2024-2025,071,478,NA,478,school,Western Virginia,6,Pittsylvania County,150,0711690,Kentuck Elementary
2024-2025,071,141,NA,141,school,Western Virginia,6,Pittsylvania County,31,0711750,Mount Airy Elementary
2024-2025,071,428,NA,428,school,Western Virginia,6,Pittsylvania County,104,0711460,Southside Elementary
2024-2025,071,440,NA,440,school,Western Virginia,6,Pittsylvania County,109,0711710,Stony Mill Elementary
2024-2025,071,800,NA,800,school,Western Virginia,6,Pittsylvania County,326,0711730,Tunstall High
2024-2025,071,609,NA,609,school,Western Virginia,6,Pittsylvania County,242,0711130,Tunstall Middle
2024-2025,071,618,NA,618,school,Western Virginia,6,Pittsylvania County,131,0711851,Twin Springs Elementary
2024-2025,071,183,NA,183,school,Western Virginia,6,Pittsylvania County,48,0711740,Union Hall Elementary
2024-2025,142,475,NA,475,school,Tidewater,2,Poquoson City,139,1420150,Poquoson Elementary
2024-2025,142,647,NA,647,school,Tidewater,2,Poquoson City,140,1420010,Poquoson High
2024-2025,142,491,NA,491,school,Tidewater,2,Poquoson City,114,1420130,Poquoson Middle
2024-2025,142,417,35,452,school,Tidewater,2,Poquoson City,131,1420160,Poquoson Primary
2024-2025,121,483,NA,483,school,Tidewater,2,Portsmouth City,386,1211766,Brighton Elementary
2024-2025,121,626,NA,626,school,Tidewater,2,Portsmouth City,442,1210321,Churchland Academy Elementary
2024-2025,121,721,NA,721,school,Tidewater,2,Portsmouth City,350,1210650,Churchland Elementary
2024-2025,121,1455,NA,1455,school,Tidewater,2,Portsmouth City,847,1210500,Churchland High
2024-2025,121,798,NA,798,school,Tidewater,2,Portsmouth City,510,1210320,Churchland Middle
2024-2025,121,112,NA,112,school,Tidewater,2,Portsmouth City,69,1210322,Churchland Preschool Center
2024-2025,121,503,NA,503,school,Tidewater,2,Portsmouth City,292,1210160,Churchland Primary & Intermediate
2024-2025,121,616,NA,616,school,Tidewater,2,Portsmouth City,455,1211400,Cradock Elementary
2024-2025,121,517,NA,517,school,Tidewater,2,Portsmouth City,409,1211130,Cradock Middle
2024-2025,121,510,NA,510,school,Tidewater,2,Portsmouth City,399,1210190,Douglass Park Elementary
2024-2025,121,466,NA,466,school,Tidewater,2,Portsmouth City,320,1211630,Hodges Manor Elementary
2024-2025,121,1009,NA,1009,school,Tidewater,2,Portsmouth City,786,1210240,I.C. Norcom High
2024-2025,121,439,NA,439,school,Tidewater,2,Portsmouth City,322,1211650,Lakeview Elementary
2024-2025,121,1149,NA,1149,school,Tidewater,2,Portsmouth City,791,1211660,Manor High
2024-2025,121,208,NA,208,school,Tidewater,2,Portsmouth City,106,1211768,Mount Hermon Preschool Center
2024-2025,121,171,NA,171,school,Tidewater,2,Portsmouth City,102,1211770,Olive Branch Preschool Center
2024-2025,121,401,NA,401,school,Tidewater,2,Portsmouth City,288,1210060,Park View Elementary
2024-2025,121,613,NA,613,school,Tidewater,2,Portsmouth City,406,1210290,Simonsdale Elementary
2024-2025,121,586,NA,586,school,Tidewater,2,Portsmouth City,363,1211769,Victory Elementary
2024-2025,121,576,NA,576,school,Tidewater,2,Portsmouth City,447,1210230,Waterview Elementary
2024-2025,121,402,NA,402,school,Tidewater,2,Portsmouth City,298,1210210,Westhaven Elementary
2024-2025,121,550,NA,550,school,Tidewater,2,Portsmouth City,392,1210310,William E. Waters Middle
2024-2025,072,654,NA,654,school,Central Virginia,1,Powhatan County,167,0720021,Flat Rock Elementary
2024-2025,072,668,NA,668,school,Central Virginia,1,Powhatan County,202,0720231,Pocahontas Elementary
2024-2025,072,477,NA,477,school,Central Virginia,1,Powhatan County,127,0720013,Powhatan Elementary
2024-2025,072,1328,2,1330,school,Central Virginia,1,Powhatan County,287,0720011,Powhatan High
2024-2025,072,950,2,952,school,Central Virginia,1,Powhatan County,245,0720130,Powhatan Middle
2024-2025,073,502,NA,502,school,Southside,8,Prince Edward County,237,0730400,Prince Edward County High
2024-2025,073,823,NA,823,school,Southside,8,Prince Edward County,170,0730010,Prince Edward Elementary
2024-2025,073,520,NA,520,school,Southside,8,Prince Edward County,281,0730020,Prince Edward Middle
2024-2025,074,630,NA,630,school,Central Virginia,1,Prince George County,392,0740340,David A. Harrison Elementary
2024-2025,074,1387,NA,1387,school,Central Virginia,1,Prince George County,765,0740320,J.E.J. Moore Middle
2024-2025,074,507,NA,507,school,Central Virginia,1,Prince George County,326,0740310,L.L. Beazley Elementary
2024-2025,074,769,NA,769,school,Central Virginia,1,Prince George County,460,0740280,Middle Road Elementary
2024-2025,074,720,NA,720,school,Central Virginia,1,Prince George County,435,0740290,North Elementary
2024-2025,074,1789,1,1790,school,Central Virginia,1,Prince George County,877,0740020,Prince George High
2024-2025,074,418,NA,418,school,Central Virginia,1,Prince George County,212,0740300,South Elementary
2024-2025,075,816,2,818,school,Northern Virginia,4,Prince William County,227,0750330,A. Henderson Elementary
2024-2025,075,753,4,757,school,Northern Virginia,4,Prince William County,261,0750760,Antietam Elementary
2024-2025,075,738,3,741,school,Northern Virginia,4,Prince William County,121,0750200,Ashland Elementary
2024-2025,075,2063,4,2067,school,Northern Virginia,4,Prince William County,232,0750290,Battlefield High
2024-2025,075,391,2,393,school,Northern Virginia,4,Prince William County,201,0750670,Bel Air Elementary
2024-2025,075,492,6,498,school,Northern Virginia,4,Prince William County,266,0750600,Belmont Elementary
2024-2025,075,747,5,752,school,Northern Virginia,4,Prince William County,245,0750840,Bennett Elementary
2024-2025,075,857,NA,857,school,Northern Virginia,4,Prince William County,189,0750530,Brentsville District High
2024-2025,075,562,3,565,school,Northern Virginia,4,Prince William County,144,0750860,Bristow Run Elementary
2024-2025,075,735,3,738,school,Northern Virginia,4,Prince William County,194,0750950,Buckland Mills Elementary
2024-2025,075,1129,NA,1129,school,Northern Virginia,4,Prince William County,344,0750920,Bull Run Middle
2024-2025,075,636,3,639,school,Northern Virginia,4,Prince William County,309,0750620,C.A. Sinclair Elementary
2024-2025,075,1864,1,1865,school,Northern Virginia,4,Prince William County,607,0750710,C.D. Hylton High
2024-2025,075,512,1,513,school,Northern Virginia,4,Prince William County,93,0750900,Cedar Point Elementary
2024-2025,075,2965,1,2966,school,Northern Virginia,4,Prince William County,661,0755010,Charles J. Colgan Sr. High
2024-2025,075,720,1,721,school,Northern Virginia,4,Prince William County,254,0750970,Chris Yung Elementary
2024-2025,075,432,2,434,school,Northern Virginia,4,Prince William County,163,0750660,Coles Elementary
2024-2025,075,1025,7,1032,school,Northern Virginia,4,Prince William County,261,0750309,Covington-Harper Elementary
2024-2025,075,443,2,445,school,Northern Virginia,4,Prince William County,235,0750610,Dale City Elementary
2024-2025,075,441,4,445,school,Northern Virginia,4,Prince William County,215,0750280,Dumfries Elementary
2024-2025,075,1153,1,1154,school,Northern Virginia,4,Prince William County,233,0750490,E.H. Marsteller Middle
2024-2025,075,602,NA,602,school,Northern Virginia,4,Prince William County,366,0750580,Elizabeth Vaughan Elementary
2024-2025,075,414,NA,414,school,Northern Virginia,4,Prince William County,215,0750120,Enterprise Elementary
2024-2025,075,837,5,842,school,Northern Virginia,4,Prince William County,372,0750370,Fannie W. Fitzgerald Elementary
2024-2025,075,453,NA,453,school,Northern Virginia,4,Prince William County,237,0750450,Featherstone Elementary
2024-2025,075,2346,NA,2346,school,Northern Virginia,4,Prince William County,779,0750870,Forest Park High
2024-2025,075,974,NA,974,school,Northern Virginia,4,Prince William County,486,0750520,Fred M. Lynn Middle
2024-2025,075,2311,NA,2311,school,Northern Virginia,4,Prince William County,1090,0750300,Freedom High
2024-2025,075,2650,3,2653,school,Northern Virginia,4,Prince William County,641,0755130,Gainesville High
2024-2025,075,1403,NA,1403,school,Northern Virginia,4,Prince William County,293,0750960,Gainesville Middle
2024-2025,075,2530,NA,2530,school,Northern Virginia,4,Prince William County,1081,0750690,Gar-Field High
2024-2025,075,490,4,494,school,Northern Virginia,4,Prince William County,141,0750630,George G. Tyler Elementary
2024-2025,075,895,NA,895,school,Northern Virginia,4,Prince William County,418,0750640,George M. Hampton Middle
2024-2025,075,668,2,670,school,Northern Virginia,4,Prince William County,335,0750770,George P. Mullen Elementary
2024-2025,075,554,5,559,school,Northern Virginia,4,Prince William County,88,0750340,Glenkirk Elementary
2024-2025,075,716,NA,716,school,Northern Virginia,4,Prince William County,319,0750510,Graham Park Middle
2024-2025,075,963,5,968,school,Northern Virginia,4,Prince William County,185,0750250,Haymarket Elementary
2024-2025,075,1199,NA,1199,school,Northern Virginia,4,Prince William County,303,0750380,Herbert J. Saunders Middle
2024-2025,075,565,9,574,school,Northern Virginia,4,Prince William County,327,0750317,Innovation Elementary
2024-2025,075,523,3,526,school,Northern Virginia,4,Prince William County,39,0750220,J.W. Alvey Elementary
2024-2025,075,635,8,643,school,Northern Virginia,4,Prince William County,317,0750319,John D. Jenkins Elementary
2024-2025,075,907,43,950,school,Northern Virginia,4,Prince William County,332,0750130,John F. Pattie Sr. Elementary
2024-2025,075,299,5,304,school,Northern Virginia,4,Prince William County,158,0750070,Kerrydale Elementary
2024-2025,075,875,10,885,school,Northern Virginia,4,Prince William County,324,0750306,Kyle R. Wilson Elementary
2024-2025,075,671,5,676,school,Northern Virginia,4,Prince William County,229,0750180,Lake Ridge Elementary
2024-2025,075,1489,NA,1489,school,Northern Virginia,4,Prince William County,409,0750720,Lake Ridge Middle
2024-2025,075,761,4,765,school,Northern Virginia,4,Prince William County,312,0750830,Leesylvania Elementary
2024-2025,075,481,2,483,school,Northern Virginia,4,Prince William County,265,0750460,Loch Lomond Elementary
2024-2025,075,1339,1,1340,school,Northern Virginia,4,Prince William County,284,0750880,Louise A. Benton Middle
2024-2025,075,454,1,455,school,Northern Virginia,4,Prince William County,211,0750160,Martin Luther King Jr. Elementary
2024-2025,075,564,1,565,school,Northern Virginia,4,Prince William County,321,0750570,Marumsco Hills Elementary
2024-2025,075,679,NA,679,school,Northern Virginia,4,Prince William County,171,0750231,Mary G. Porter Traditional
2024-2025,075,671,5,676,school,Northern Virginia,4,Prince William County,266,0750240,Mary Williams Elementary
2024-2025,075,584,5,589,school,Northern Virginia,4,Prince William County,296,0750030,Minnieville Elementary
2024-2025,075,594,4,598,school,Northern Virginia,4,Prince William County,185,0750800,Montclair Elementary
2024-2025,075,418,2,420,school,Northern Virginia,4,Prince William County,50,0750810,Mountain View Elementary
2024-2025,075,636,6,642,school,Northern Virginia,4,Prince William County,317,0750700,Neabsco Elementary
2024-2025,075,572,NA,572,school,Northern Virginia,4,Prince William County,258,0750260,Occoquan Elementary
2024-2025,075,505,2,507,school,Northern Virginia,4,Prince William County,164,0750820,Old Bridge Elementary
2024-2025,075,2665,4,2669,school,Northern Virginia,4,Prince William County,788,0750080,Osbourn Park High
2024-2025,075,1356,NA,1356,school,Northern Virginia,4,Prince William County,517,0750501,Parkside Middle
2024-2025,075,2022,2,2024,school,Northern Virginia,4,Prince William County,415,0751060,Patriot High
2024-2025,075,651,NA,651,school,Northern Virginia,4,Prince William County,161,0750945,Pennington Traditional
2024-2025,075,760,2,762,school,Northern Virginia,4,Prince William County,140,0750110,Piney Branch Elementary
2024-2025,075,2202,NA,2202,school,Northern Virginia,4,Prince William County,814,0750140,Potomac High
2024-2025,075,932,1,933,school,Northern Virginia,4,Prince William County,401,0750170,Potomac Middle
2024-2025,075,1231,NA,1231,school,Northern Virginia,4,Prince William County,367,0750414,Potomac Shores Middle
2024-2025,075,559,2,561,school,Northern Virginia,4,Prince William County,345,0750550,Potomac View Elementary
2024-2025,075,616,7,623,school,Northern Virginia,4,Prince William County,382,0750440,R. Dean Kilby Elementary
2024-2025,075,1203,NA,1203,school,Northern Virginia,4,Prince William County,536,0750591,Rippon Middle
2024-2025,075,662,3,665,school,Northern Virginia,4,Prince William County,350,0750750,River Oaks Elementary
2024-2025,075,496,1,497,school,Northern Virginia,4,Prince William County,174,0750040,Rockledge Elementary
2024-2025,075,1437,4,1441,school,Northern Virginia,4,Prince William County,215,0750310,Ronald Wilson Reagan Middle
2024-2025,075,547,3,550,school,Northern Virginia,4,Prince William County,208,0750941,Rosa Parks Elementary
2024-2025,075,814,NA,814,school,Northern Virginia,4,Prince William County,103,0750360,Samuel L. Gravely Jr. Elementary
2024-2025,075,379,NA,379,school,Northern Virginia,4,Prince William County,137,0750730,Sharon C. McAuliffe Elementary
2024-2025,075,807,3,810,school,Northern Virginia,4,Prince William County,241,0750500,Signal Hill Elementary
2024-2025,075,744,5,749,school,Northern Virginia,4,Prince William County,225,0750850,Sonnie Penn Elementary
2024-2025,075,842,6,848,school,Northern Virginia,4,Prince William County,226,0750320,Springwoods Elementary
2024-2025,075,1182,NA,1182,school,Northern Virginia,4,Prince William County,560,0750780,Stuart M. Beville Middle
2024-2025,075,624,NA,624,school,Northern Virginia,4,Prince William County,307,0750020,Sudley Elementary
2024-2025,075,404,4,408,school,Northern Virginia,4,Prince William County,213,0750270,Suella G. Ellis Elementary
2024-2025,075,619,4,623,school,Northern Virginia,4,Prince William County,285,0750890,Swans Creek Elementary
2024-2025,075,754,1,755,school,Northern Virginia,4,Prince William County,139,0750470,T. Clay Wood Elementary
2024-2025,075,1202,NA,1202,school,Northern Virginia,4,Prince William County,297,0750150,The Nokesville School
2024-2025,075,642,5,647,school,Northern Virginia,4,Prince William County,147,0750790,Thurgood Marshall Elementary
2024-2025,075,798,4,802,school,Northern Virginia,4,Prince William County,387,0750430,Triangle Elementary
2024-2025,075,1056,NA,1056,school,Northern Virginia,4,Prince William County,487,0750480,Unity Braxton Middle
2024-2025,075,2047,NA,2047,school,Northern Virginia,4,Prince William County,904,0750680,Unity Reed High
2024-2025,075,662,NA,662,school,Northern Virginia,4,Prince William County,176,0750390,Victory Elementary
2024-2025,075,482,2,484,school,Northern Virginia,4,Prince William County,276,0750540,West Gate Elementary
2024-2025,075,642,NA,642,school,Northern Virginia,4,Prince William County,160,0750740,Westridge Elementary
2024-2025,075,2901,3,2904,school,Northern Virginia,4,Prince William County,904,0750060,Woodbridge High
2024-2025,075,873,NA,873,school,Northern Virginia,4,Prince William County,330,0750560,Woodbridge Middle
2024-2025,075,852,2,854,school,Northern Virginia,4,Prince William County,474,0750350,Yorkshire Elementary
2024-2025,077,416,NA,416,school,Southwest,7,Pulaski County,240,0770020,Critzer Elementary
2024-2025,077,411,NA,411,school,Southwest,7,Pulaski County,170,0770540,Dublin Elementary
2024-2025,077,825,NA,825,school,Southwest,7,Pulaski County,385,0770560,Pulaski County Middle
2024-2025,077,521,NA,521,school,Southwest,7,Pulaski County,172,0770101,Pulaski County Public Schools Virtual School K-12
2024-2025,077,1159,NA,1159,school,Southwest,7,Pulaski County,458,0770010,Pulaski County Senior High
2024-2025,077,472,NA,472,school,Southwest,7,Pulaski County,248,0770230,Pulaski Elementary
2024-2025,077,380,NA,380,school,Southwest,7,Pulaski County,163,0770500,Riverlawn Elementary
2024-2025,077,201,NA,201,school,Southwest,7,Pulaski County,77,0770430,Snowville Elementary
2024-2025,122,473,NA,473,school,Southwest,7,Radford City,221,1220010,Belle Heth Elementary
2024-2025,122,265,NA,265,school,Southwest,7,Radford City,116,1220042,John N. Dalton Intermediate
2024-2025,122,383,12,395,school,Southwest,7,Radford City,165,1220020,McHarg Elementary
2024-2025,122,1694,NA,1694,school,Southwest,7,Radford City,756,1220102,Radford City Virtual
2024-2025,122,506,NA,506,school,Southwest,7,Radford City,229,1220041,Radford High
2024-2025,078,457,NA,457,school,Northern Virginia,4,Rappahannock County,170,0780240,Rappahannock County Elementary
2024-2025,078,316,1,317,school,Northern Virginia,4,Rappahannock County,98,0780230,Rappahannock County High
2024-2025,123,505,NA,505,school,Central Virginia,1,Richmond City,299,1230030,Albert Hill Middle
2024-2025,123,709,NA,709,school,Central Virginia,1,Richmond City,579,1230850,Armstrong High
2024-2025,123,274,NA,274,school,Central Virginia,1,Richmond City,176,1230390,Barack Obama Elementary
2024-2025,123,206,NA,206,school,Central Virginia,1,Richmond City,133,1230100,Bellevue Elementary
2024-2025,123,420,NA,420,school,Central Virginia,1,Richmond City,336,1230170,Blackwell Elementary
2024-2025,123,612,NA,612,school,Central Virginia,1,Richmond City,415,1231100,Broad Rock Elementary
2024-2025,123,821,NA,821,school,Central Virginia,1,Richmond City,428,1231440,Cardinal Elementary
2024-2025,123,403,NA,403,school,Central Virginia,1,Richmond City,313,1230830,Chimborazo Elementary
2024-2025,123,372,NA,372,school,Central Virginia,1,Richmond City,266,1230050,Dogwood Middle
2024-2025,123,355,NA,355,school,Central Virginia,1,Richmond City,257,1231400,Elizabeth D. Redd Elementary
2024-2025,123,222,NA,222,school,Central Virginia,1,Richmond City,211,1230710,Fairfield Court Elementary
2024-2025,123,302,NA,302,school,Central Virginia,1,Richmond City,274,1230230,Frances W. McClenney Elementary
2024-2025,123,335,NA,335,school,Central Virginia,1,Richmond City,166,1230621,Franklin Military Academy
2024-2025,123,671,NA,671,school,Central Virginia,1,Richmond City,457,1231470,G.H. Reid Elementary
2024-2025,123,404,NA,404,school,Central Virginia,1,Richmond City,372,1230311,George W. Carver Elementary
2024-2025,123,512,NA,512,school,Central Virginia,1,Richmond City,471,1230290,Henry Marsh III Elementary
2024-2025,123,1471,NA,1471,school,Central Virginia,1,Richmond City,915,1231510,Huguenot High
2024-2025,123,285,NA,285,school,Central Virginia,1,Richmond City,165,1231640,J.B. Fisher Elementary
2024-2025,123,156,NA,156,school,Central Virginia,1,Richmond City,104,1233115,J.H. Blackwell Preschool
2024-2025,123,526,NA,526,school,Central Virginia,1,Richmond City,355,1231710,J.L. Francis Elementary
2024-2025,123,646,NA,646,school,Central Virginia,1,Richmond City,441,1230730,John Marshall High
2024-2025,123,437,NA,437,school,Central Virginia,1,Richmond City,136,1233106,Linwood Holton Elementary
2024-2025,123,262,NA,262,school,Central Virginia,1,Richmond City,127,1230600,Lois Harrison-Jones Elementary
2024-2025,123,606,NA,606,school,Central Virginia,1,Richmond City,435,1233105,Lucille M. Brown Middle
2024-2025,123,500,NA,500,school,Central Virginia,1,Richmond City,453,1230770,Martin Luther King Jr. Middle
2024-2025,123,185,NA,185,school,Central Virginia,1,Richmond City,139,1230771,Martin Luther King Jr. Preschool
2024-2025,123,476,NA,476,school,Central Virginia,1,Richmond City,58,1230580,Mary Munford Elementary
2024-2025,123,145,NA,145,school,Central Virginia,1,Richmond City,90,1233114,Mary Scott Preschool
2024-2025,123,143,NA,143,school,Central Virginia,1,Richmond City,92,1230690,Maymont Preschool
2024-2025,123,505,NA,505,school,Central Virginia,1,Richmond City,382,1233107,Miles Jones Elementary
2024-2025,123,551,NA,551,school,Central Virginia,1,Richmond City,409,1230330,Oak Grove/Bellemeade Elementary
2024-2025,123,174,NA,174,school,Central Virginia,1,Richmond City,53,1230090,Open High
2024-2025,123,256,NA,256,school,Central Virginia,1,Richmond City,209,1230130,Overby-Sheppard Elementary
2024-2025,123,310,NA,310,school,Central Virginia,1,Richmond City,120,1233119,Patrick Henry School Of Science And Arts
2024-2025,123,277,NA,277,school,Central Virginia,1,Richmond City,196,1233110,Richmond Success Academy
2024-2025,123,32,NA,32,school,Central Virginia,1,Richmond City,25,1233200,Richmond Career Education and Employment Charter School
2024-2025,123,211,NA,211,school,Central Virginia,1,Richmond City,85,1230452,Richmond Community High
2024-2025,123,148,NA,148,school,Central Virginia,1,Richmond City,121,1233113,Richmond Community Preschool
2024-2025,123,1116,NA,1116,school,Central Virginia,1,Richmond City,677,1230741,Richmond High School for the Arts
2024-2025,123,136,NA,136,school,Central Virginia,1,Richmond City,107,1231322,Richmond Virtual Academy
2024-2025,123,1150,NA,1150,school,Central Virginia,1,Richmond City,730,1231631,River City Middle
2024-2025,123,473,NA,473,school,Central Virginia,1,Richmond City,328,1231480,Southampton Elementary
2024-2025,123,192,NA,192,school,Central Virginia,1,Richmond City,128,1230511,Summer Hill Preschool Center
2024-2025,123,172,NA,172,school,Central Virginia,1,Richmond City,120,1230210,Swansboro Elementary
2024-2025,123,621,NA,621,school,Central Virginia,1,Richmond City,418,1230480,Thomas C. Boushall Middle
2024-2025,123,432,NA,432,school,Central Virginia,1,Richmond City,320,1230470,Thomas H. Henderson Middle
2024-2025,123,751,NA,751,school,Central Virginia,1,Richmond City,469,1230020,Thomas Jefferson High
2024-2025,123,375,NA,375,school,Central Virginia,1,Richmond City,242,1230660,Westover Hills Elementary
2024-2025,123,367,NA,367,school,Central Virginia,1,Richmond City,165,1230200,William Fox Elementary
2024-2025,123,217,NA,217,school,Central Virginia,1,Richmond City,191,1230650,Woodville Elementary
2024-2025,079,546,NA,546,school,Northern Neck,3,Richmond County,257,0790210,Rappahannock High
2024-2025,079,854,NA,854,school,Northern Neck,3,Richmond County,446,0790020,Richmond County Elementary
2024-2025,124,542,NA,542,school,Western Virginia,6,Roanoke City,399,1240280,Addison Aerospace Magnet Middle
2024-2025,124,734,NA,734,school,Western Virginia,6,Roanoke City,457,1240210,Breckinridge Middle
2024-2025,124,323,NA,323,school,Western Virginia,6,Roanoke City,44,1240020,Crystal Spring Elementary
2024-2025,124,481,NA,481,school,Western Virginia,6,Roanoke City,354,1240410,Fairview Elementary
2024-2025,124,591,NA,591,school,Western Virginia,6,Roanoke City,454,1240050,Fallon Park Elementary
2024-2025,124,280,NA,280,school,Western Virginia,6,Roanoke City,163,1240380,Fishburn Park Elementary
2024-2025,124,303,1,304,school,Western Virginia,6,Roanoke City,215,1240300,Garden City Elementary
2024-2025,124,331,1,332,school,Western Virginia,6,Roanoke City,108,1240310,Grandin Court Elementary
2024-2025,124,362,NA,362,school,Western Virginia,6,Roanoke City,178,1240110,Highland Park Elementary
2024-2025,124,321,NA,321,school,Western Virginia,6,Roanoke City,264,1240420,Hurt Park Elementary
2024-2025,124,601,NA,601,school,Western Virginia,6,Roanoke City,349,1240450,James Madison Middle
2024-2025,124,457,NA,457,school,Western Virginia,6,Roanoke City,326,1240230,John P. Fishwick Middle
2024-2025,124,287,NA,287,school,Western Virginia,6,Roanoke City,217,1240340,Lincoln Terrace Elementary
2024-2025,124,508,NA,508,school,Western Virginia,6,Roanoke City,333,1240370,Monterey Elementary
2024-2025,124,278,1,279,school,Western Virginia,6,Roanoke City,205,1240060,Morningside Elementary
2024-2025,124,2054,1,2055,school,Western Virginia,6,Roanoke City,1159,1240390,Patrick Henry High
2024-2025,124,535,NA,535,school,Western Virginia,6,Roanoke City,298,1240240,Preston Park Elementary
2024-2025,124,465,1,466,school,Western Virginia,6,Roanoke City,312,1240220,Roanoke Academy For Mathematics & Science Elementary
2024-2025,124,725,NA,725,school,Western Virginia,6,Roanoke City,512,1240320,Round Hill Elementary
2024-2025,124,247,NA,247,school,Western Virginia,6,Roanoke City,119,1240070,Virginia Heights Elementary
2024-2025,124,247,NA,247,school,Western Virginia,6,Roanoke City,126,1240090,Wasena Elementary
2024-2025,124,626,NA,626,school,Western Virginia,6,Roanoke City,433,1240350,Westside Elementary
